==========================================================================================
CRYPTIANA VATICAN MATRIX: CUDA Deep Space (KryptosBot Strict Scoring)
==========================================================================================

Generating periodic keys...
Targeting 475,254 periodic keys per alphabet.

Igniting GPU Sweep...
TOTAL PROCESSED      | SPEED                | BATCH TIME   | HITS FOUND
5.94 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.94 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.94 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.94 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.94 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.95 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.95 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.95 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.95 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.95 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.96 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.96 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.96 Trillion        | 421 M/sec            |  4.74s       |     0 hits
5.96 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.96 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.97 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.97 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.97 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.97 Trillion        | 423 M/sec            |  4.72s       |     0 hits
5.97 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.98 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.98 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.98 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.98 Trillion        | 423 M/sec            |  4.72s       |     0 hits
5.98 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.99 Trillion        | 423 M/sec            |  4.72s       |     0 hits
5.99 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.99 Trillion        | 422 M/sec            |  4.72s       |     0 hits
5.99 Trillion        | 422 M/sec            |  4.73s       |     0 hits
5.99 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.00 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.00 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.00 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.00 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.00 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.01 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.01 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.01 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.01 Trillion        | 421 M/sec            |  4.74s       |     0 hits
6.01 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.02 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.02 Trillion        | 422 M/sec            |  4.72s       |     0 hits
6.02 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.02 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.02 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.03 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.03 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.03 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.03 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.03 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.04 Trillion        | 422 M/sec            |  4.72s       |     0 hits
6.04 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.04 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.04 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.04 Trillion        | 421 M/sec            |  4.74s       |     0 hits
6.05 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.05 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.05 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.05 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.05 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.06 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.06 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.06 Trillion        | 422 M/sec            |  4.72s       |     0 hits
6.06 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.06 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.07 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.07 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.07 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.07 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.07 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.08 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.08 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.08 Trillion        | 421 M/sec            |  4.74s       |     0 hits
6.08 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.08 Trillion        | 421 M/sec            |  4.75s       |     0 hits
6.09 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.09 Trillion        | 421 M/sec            |  4.74s       |     0 hits
6.09 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.09 Trillion        | 422 M/sec            |  4.72s       |     0 hits
6.09 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.10 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.10 Trillion        | 421 M/sec            |  4.74s       |     0 hits
6.10 Trillion        | 422 M/sec            |  4.74s       |     0 hits
6.10 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.10 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.11 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.11 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.11 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.11 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.11 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.12 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.12 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.12 Trillion        | 419 M/sec            |  4.76s       |     0 hits
6.12 Trillion        | 419 M/sec            |  4.77s       |     0 hits
6.12 Trillion        | 420 M/sec            |  4.75s       |     0 hits
6.13 Trillion        | 420 M/sec            |  4.75s       |     0 hits
6.13 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.13 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.13 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.13 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.14 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.14 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.14 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.14 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.14 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.15 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.15 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.15 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.15 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.15 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.16 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.16 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.16 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.16 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.16 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.17 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.17 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.17 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.17 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.17 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.18 Trillion        | 422 M/sec            |  4.72s       |     0 hits
6.18 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.18 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.18 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.18 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.19 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.19 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.19 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.19 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.19 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.20 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.20 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.20 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.20 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.20 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.21 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.21 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.21 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.21 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.21 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.22 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.22 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.22 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.22 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.22 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.23 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.23 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.23 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.23 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.23 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.24 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.24 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.24 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.24 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.24 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.25 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.25 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.25 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.25 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.25 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.26 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.26 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.26 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.26 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.26 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.27 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.27 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.27 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.27 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.27 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.28 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.28 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.28 Trillion        | 421 M/sec            |  4.74s       |     0 hits
6.28 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.28 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.29 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.29 Trillion        | 421 M/sec            |  4.74s       |     0 hits
6.29 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.29 Trillion        | 421 M/sec            |  4.74s       |     0 hits
6.29 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.30 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.30 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.30 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.30 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.30 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.31 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.31 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.31 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.31 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.31 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.32 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.32 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.32 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.32 Trillion        | 421 M/sec            |  4.75s       |     0 hits
6.32 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.33 Trillion        | 421 M/sec            |  4.74s       |     0 hits
6.33 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.33 Trillion        | 422 M/sec            |  4.74s       |     0 hits
6.33 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.33 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.34 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.34 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.34 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.34 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.34 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.35 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.35 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.35 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.35 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.35 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.36 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.36 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.36 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.36 Trillion        | 421 M/sec            |  4.74s       |     0 hits
6.36 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.37 Trillion        | 421 M/sec            |  4.74s       |     0 hits
6.37 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.37 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.37 Trillion        | 421 M/sec            |  4.74s       |     0 hits
6.37 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.38 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.38 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.38 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.38 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.38 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.39 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.39 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.39 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.39 Trillion        | 422 M/sec            |  4.72s       |     0 hits
6.39 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.40 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.40 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.40 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.40 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.40 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.41 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.41 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.41 Trillion        | 419 M/sec            |  4.77s       |     0 hits
6.41 Trillion        | 419 M/sec            |  4.76s       |     0 hits
6.41 Trillion        | 419 M/sec            |  4.76s       |     0 hits
6.42 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.42 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.42 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.42 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.42 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.43 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.43 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.43 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.43 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.43 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.44 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.44 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.44 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.44 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.44 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.45 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.45 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.45 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.45 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.45 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.46 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.46 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.46 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.46 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.46 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.47 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.47 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.47 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.47 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.47 Trillion        | 421 M/sec            |  4.74s       |     0 hits
6.48 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.48 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.48 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.48 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.48 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.49 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.49 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.49 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.49 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.49 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.50 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.50 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.50 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.50 Trillion        | 421 M/sec            |  4.74s       |     0 hits
6.50 Trillion        | 422 M/sec            |  4.72s       |     0 hits
6.51 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.51 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.51 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.51 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.51 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.52 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.52 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.52 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.52 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.52 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.53 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.53 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.53 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.53 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.53 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.54 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.54 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.54 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.54 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.54 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.55 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.55 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.55 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.55 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.55 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.56 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.56 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.56 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.56 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.56 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.57 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.57 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.57 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.57 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.57 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.58 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.58 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.58 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.58 Trillion        | 422 M/sec            |  4.72s       |     0 hits
6.58 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.59 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.59 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.59 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.59 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.59 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.60 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.60 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.60 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.60 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.60 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.60 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.61 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.61 Trillion        | 422 M/sec            |  4.72s       |     0 hits
6.61 Trillion        | 422 M/sec            |  4.74s       |     0 hits
6.61 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.61 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.62 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.62 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.62 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.62 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.62 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.63 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.63 Trillion        | 422 M/sec            |  4.74s       |     0 hits
6.63 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.63 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.63 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.64 Trillion        | 422 M/sec            |  4.72s       |     0 hits
6.64 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.64 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.64 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.64 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.65 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.65 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.65 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.65 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.65 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.66 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.66 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.66 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.66 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.66 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.67 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.67 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.67 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.67 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.67 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.68 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.68 Trillion        | 422 M/sec            |  4.72s       |     0 hits
6.68 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.68 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.68 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.69 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.69 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.69 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.69 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.69 Trillion        | 417 M/sec            |  4.78s       |     0 hits
6.70 Trillion        | 421 M/sec            |  4.74s       |     0 hits
6.70 Trillion        | 419 M/sec            |  4.76s       |     0 hits
6.70 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.70 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.70 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.71 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.71 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.71 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.71 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.71 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.72 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.72 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.72 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.72 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.72 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.73 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.73 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.73 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.73 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.73 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.74 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.74 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.74 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.74 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.74 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.75 Trillion        | 421 M/sec            |  4.74s       |     0 hits
6.75 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.75 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.75 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.75 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.76 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.76 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.76 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.76 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.76 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.77 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.77 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.77 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.77 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.77 Trillion        | 423 M/sec            |  4.72s       |     0 hits
6.78 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.78 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.78 Trillion        | 422 M/sec            |  4.72s       |     0 hits
6.78 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.78 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.79 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.79 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.79 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.79 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.79 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.80 Trillion        | 422 M/sec            |  4.73s       |     0 hits
6.80 Trillion        | 422 M/sec            |  4.73s       |     0 hits
